mainId,categoryId,category,discipline,disciplineId,topic,topicId,grade,gradeId,level,description,description gepeto,control group,time,query,,locale
499,b68143b5-46df-4412-8431-c56df7eac27f,"Everyday: Housing, Toys, Clothes, Furniture, and Daily Objects",Geography,5b4b1246-d673-44c5-b933-cd6c1962436e,Human Development,e2925612-44a6-450e-8de5-50d574c8f217,1st grade,1st-grade-en-international,20,"Describe and compare different types of housing or everyday objects, considering techniques and materials used in their production.",,,400,"{
        id: '06cd1c80-372d-4b4c-b7cc-cd53e65aa404',
        name: 'Cotidiano: Vivienda, Juguetes, Ropas, Mobiliario y Objetos del Día a Día',
        level: 20,
        keywords: [],
        slug: slugify('Describir y comparar diferentes tipos de vivienda u objetos de uso cotidiano, considerando técnicas y materiales utilizados en su producción.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'b81ddc25-26b9-4a05-8087-fe6d1556e837',
        gradeId: 'primaria1',
        topicId: '038f733b-2622-4b8f-a716-6535363cc367',
        description: 'Describir y comparar diferentes tipos de vivienda u objetos de uso cotidiano, considerando técnicas y materiales utilizados en su producción.',
        bncc: [],
        averageTime: 400,
      },",,en
500,a97d6f27-0ceb-4ec7-9a33-942044c3bbd4,Operations: Natural Numbers,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Arithmetic and Numbers,35d8ae27-151a-4113-a3fe-57ef47c2b27d,6th grade,6th-grade-en-international,20,"Solve problems involving calculations containing at least one of the 4 basic operations with natural numbers, such as the total number of trading cards collected by two siblings.",,,300,"{
        id: 'a6094c07-f0c2-430e-8826-ec6d744a64d5',
        name: 'Operaciones: Números Naturales',
        level: 20,
        keywords: [],
        slug: slugify('Resolver problemas que involucren cálculos conteniendo al menos una de las 4 operaciones básicas con números naturales, como la cantidad de cromos sumados de dos hermanos.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'primaria6',
        topicId: '89ee4364-c4c7-46d4-98b2-ca3c370cc998',
        description: 'Resolver problemas que involucren cálculos conteniendo al menos una de las 4 operaciones básicas con números naturales, como la cantidad de cromos sumados de dos hermanos.',
        bncc: [],
        averageTime: 300,
      },",,en
501,0ee4decd-deb8-4156-90d5-c82442e7654b,Analytic Geometry: Equation of the Circle,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Geometry,8d431423-4e20-44c0-bd9c-b61e1247eac6,12th grade,12th-grade-en-international,1010,"Recognize that the equation of the circle is given by (x-x')²+(y-y')²=R², identifying the center and the radius of the circle. Solve problems involving circles.",,,150,"{
        id: 'eb8e3e7d-886a-472a-b385-57f700fa80e7',
        name: 'Geometría Analítica: Ecuación de la Circunferencia',
        level: 1010,
        keywords: [],
        slug: slugify('Reconocer que la ecuación de la circunferencia es dada por (x-x')²+(y-y')²=R², identificando el centro y el radio de la circunferencia. Resolver problemas que involucren circunferencias.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media3',
        topicId: '368d67fe-6256-4b4a-8818-2b7c87e42762',
        description: 'Reconocer que la ecuación de la circunferencia es dada por (x-x')²+(y-y')²=R², identificando el centro y el radio de la circunferencia. Resolver problemas que involucren circunferencias.',
        bncc: [],
        averageTime: 150,
      },",,en
502,0ac988cf-8305-4b2e-bb51-e32c5170b963,Different Types of Work,Geography,5b4b1246-d673-44c5-b933-cd6c1962436e,Human Development,e2925612-44a6-450e-8de5-50d574c8f217,1st grade,1st-grade-en-international,30,"Describe the work activities related to the day-to-day life of your community, identifying types of work, such as that of a teacher and parents.",,,400,"{
        id: '9ade949c-1548-4461-8d3c-d288191272cd',
        name: 'Diferentes tipos de Trabajo',
        level: 30,
        keywords: [],
        slug: slugify('Describir las actividades de trabajo relacionadas con el día a día de su comunidad, identificando los tipos de trabajo, como el del profesor y de los padres.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'b81ddc25-26b9-4a05-8087-fe6d1556e837',
        gradeId: 'primaria1',
        topicId: '038f733b-2622-4b8f-a716-6535363cc367',
        description: 'Describir las actividades de trabajo relacionadas con el día a día de su comunidad, identificando los tipos de trabajo, como el del profesor y de los padres.',
        bncc: [],
        averageTime: 400,
      },",,en
505,e0874dc2-dd39-4741-b2c1-d917251c760a,Thermodynamics: Entropy,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Thermology,85d761d5-c488-4e24-8ba0-5c59f4791e15,11th grade,11th-grade-en-international,560,"Understand that the entropy of the universe is always increasing. Calculate the entropy change of processes, such as state change or isothermal processes. Verify the increase or decrease of entropy in a system.",,,100,"{
        id: '267eaf25-0387-41e0-b96d-7a758f16150e',
        name: 'Termodinámica: Entropía',
        level: 560,
        keywords: [],
        slug: slugify('Entender que la entropía del universo siempre está aumentando. Calcular la variación de entropía de procesos, como el cambio de estado o procesos isotérmicos. Verificar el aumento o la disminución de la entropía de un sistema.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media2',
        topicId: '7ea8a98d-5235-41b1-8367-ae53c51b8e8b',
        description: 'Entender que la entropía del universo siempre está aumentando. Calcular la variación de entropía de procesos, como el cambio de estado o procesos isotérmicos. Verificar el aumento o la disminución de la entropía de un sistema.',
        bncc: [],
        averageTime: 100,
      },",,en
506,aa7244fd-9cbb-4898-abb6-863bf0537256,Main Forms of Energy Generation,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Thermology,85d761d5-c488-4e24-8ba0-5c59f4791e15,11th grade,11th-grade-en-international,570,"Understand what the main forms of energy generation are, human dependence on this element, and its pros and cons.",,,100,"{
        id: 'f24ea3e4-b9ba-495c-bed4-d6a74fc275dd',
        name: 'Principales Formas de Generación de Energía',
        level: 570,
        keywords: [],
        slug: slugify('Comprender cuáles son las principales formas de generación de energía, la dependencia humana de este elemento, sus pros y sus contras.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media2',
        topicId: '7ea8a98d-5235-41b1-8367-ae53c51b8e8b',
        description: 'Comprender cuáles son las principales formas de generación de energía, la dependencia humana de este elemento, sus pros y sus contras.',
        bncc: [],
        averageTime: 100,
      },",,en
507,a27793ec-5f52-43f5-bf8b-968b43e86a71,References and Games,Geography,5b4b1246-d673-44c5-b933-cd6c1962436e,Human Development,e2925612-44a6-450e-8de5-50d574c8f217,1st grade,1st-grade-en-international,30,"Identify the similarities and differences between games and amusements from different times and places, such as piques.",,,400,"{
        id: '60899911-6844-4ec0-a512-a253b085e768',
        name: 'Referencias y Juegos',
        level: 30,
        keywords: [],
        slug: slugify('Identificar las similitudes y las diferencias entre juegos y diversiones de diferentes épocas y lugares, como por ejemplo piques.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'b81ddc25-26b9-4a05-8087-fe6d1556e837',
        gradeId: 'primaria1',
        topicId: '038f733b-2622-4b8f-a716-6535363cc367',
        description: 'Identificar las similitudes y las diferencias entre juegos y diversiones de diferentes épocas y lugares, como por ejemplo piques.',
        bncc: [],
        averageTime: 400,
      },",,en
508,2fa3b380-ee2f-4b75-8fcb-5b02f654df4f,Human Body: Importance of Water,Biology,1a61eaa3-a8a5-46cc-9bc0-fc481544248b,Human Anatomy and Physiology,3d128d9a-bace-4708-b2a0-620e5f3ecdf2,11th grade,11th-grade-en-international,210,Understand what water is used for and where it is used in the human body. Understand its physicochemical characteristics and how they are important for the proper functioning of the human body.,,,200,"{
        id: '40916f3f-281e-4823-94cc-e6f1c93dd960',
        name: 'Cuerpo Humano: Importancia del Agua',
        level: 210,
        keywords: [],
        slug: slugify('Comprender para qué sirve y dónde se usa el agua en el cuerpo humano. Entender sus características físico-químicas y cómo son importantes para el buen funcionamiento del cuerpo humano.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'c2e1b9de-07d7-44d1-8d41-17279851a556',
        gradeId: 'media2',
        topicId: 'b4736ad1-6f83-44d5-bc1c-13ab1a0e2ea7',
        description: 'Comprender para qué sirve y dónde se usa el agua en el cuerpo humano. Entender sus características físico-químicas y cómo son importantes para el buen funcionamiento del cuerpo humano.',
        bncc: [],
        averageTime: 200,
      },",,en
509,950e165f-752d-4bc4-a2ee-3be3af70cdfa,Maps and Living Places,Geography,5b4b1246-d673-44c5-b933-cd6c1962436e,Geography Theory,d3255c31-c378-4430-9e2a-7ce521629e42,1st grade,1st-grade-en-international,40,"Create and use simple maps to locate elements of the living place, considering spatial references and using the body as a reference.",,,400,"{
        id: '55ab5092-a43e-44de-bbda-b2d323f30e7f',
        name: 'Mapas y Lugares de Vivencia',
        level: 40,
        keywords: [],
        slug: slugify('Elaborar y utilizar mapas simples para localizar elementos del lugar de vivencia, considerando referencias espaciales y teniendo el cuerpo como referencia.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'b81ddc25-26b9-4a05-8087-fe6d1556e837',
        gradeId: 'primaria1',
        topicId: 'f119dcb6-3d7c-475f-a7e8-0b2b467cb659',
        description: 'Elaborar y utilizar mapas simples para localizar elementos del lugar de vivencia, considerando referencias espaciales y teniendo el cuerpo como referencia.',
        bncc: [],
        averageTime: 400,
      },",,en
510,3a9ac554-6b61-4a31-9ac0-ed7e237a56d1,Hydrostatics: Work and Energy Problems,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Statics and Dynamics,e86504ea-2a4b-4d52-b815-2f0a4effdc20,10th grade,10th-grade-en-international,330,"Solve problems involving the relationship of work by forces such as elastic and weight, with their respective potential energies.",,,200,"{
        id: '30135b78-0ed7-4c3a-a534-99f3bee59e81',
        name: 'Hidrostática: Problemas de Trabajo y Energía',
        level: 330,
        keywords: [],
        slug: slugify('Resolver problemas que involucren la relación del trabajo de fuerzas como elástica y peso, con las respectivas energías potenciales.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media1',
        topicId: 'f4b2ab99-6dd0-4eb7-8fb0-c03307708ebc',
        description: 'Resolver problemas que involucren la relación del trabajo de fuerzas como elástica y peso, con las respectivas energías potenciales.',
        bncc: [],
        averageTime: 200,
      },",,en
511,496c3789-d640-487e-8f8a-462a869d60db,Time and Experience,Geography,5b4b1246-d673-44c5-b933-cd6c1962436e,Geography Theory,d3255c31-c378-4430-9e2a-7ce521629e42,1st grade,1st-grade-en-international,40,"Describe the characteristics of their living places related to the rhythms of nature, such as rain, wind, heat.",,,400,"{
        id: 'a6279e2c-d2fc-4107-8220-18afb702db32',
        name: 'Tiempo y vivencia',
        level: 40,
        keywords: [],
        slug: slugify('Describir las características de sus lugares de vivencia relacionadas con los ritmos de la naturaleza, como lluvia, viento, calor.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'b81ddc25-26b9-4a05-8087-fe6d1556e837',
        gradeId: 'primaria1',
        topicId: 'f119dcb6-3d7c-475f-a7e8-0b2b467cb659',
        description: 'Describir las características de sus lugares de vivencia relacionadas con los ritmos de la naturaleza, como lluvia, viento, calor.',
        bncc: [],
        averageTime: 400,
      },",,en
512,b0906d2d-030d-49d6-b658-c8d032a09b15,Addition and Subtraction of Natural Numbers Less than 100,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Arithmetic and Numbers,35d8ae27-151a-4113-a3fe-57ef47c2b27d,1st grade,1st-grade-en-international,30,"Add and subtract 2-digit numbers with or without the help of an algorithm, such as 33+54=97. Solve problems that require the addition or subtraction of numbers up to 2 digits.",,,600,"{
        id: '4a98cb39-1976-4d18-a8b5-db1be650a139',
        name: 'Adición y Sustracción de Naturales Menores que 100',
        level: 30,
        keywords: [],
        slug: slugify('Sumar y restar números de 2 dígitos con ayuda o sin ayuda de algoritmo, como 33+54=97. Resolver problemas que necesiten de la suma o adición de números de hasta 2 dígitos.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'primaria1',
        topicId: '89ee4364-c4c7-46d4-98b2-ca3c370cc998',
        description: 'Sumar y restar números de 2 dígitos con ayuda o sin ayuda de algoritmo, como 33+54=97. Resolver problemas que necesiten de la suma o adición de números de hasta 2 dígitos.',
        bncc: [],
        averageTime: 600,
      },",,en
513,c503236b-9871-4d13-981d-84642dfa1c0b,Conflicts in the Middle East: Review,History,22ef9ad7-fdcf-450e-ba81-7b61fbe5931c,Contemporary History,67dd31dd-45e6-41af-a2d1-372e60e8990b,12th grade,12th-grade-en-international,1000,"Learn about the conflicts in the Middle East, borders, economy, ethnic and religious conflicts.",,,100,"{
        id: 'a1f2fbf9-562a-4c42-baf4-16d49d02a462',
        name: 'Conflictos en Oriente Medio: Revisión',
        level: 1000,
        keywords: [],
        slug: slugify('Conocer sobre los conflictos en Oriente Medio, las fronteras, la economía, los conflictos étnicos y religiosos.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'df39c882-1be0-4014-8c10-0a2a45649b22',
        gradeId: 'media3',
        topicId: 'e7c15e98-d419-40bc-aab4-91f6a6fe4603',
        description: 'Conocer sobre los conflictos en Oriente Medio, las fronteras, la economía, los conflictos étnicos y religiosos.',
        bncc: [],
        averageTime: 100,
      },",,en
